"Quick Green Curry Chicken with Zucchini Noodles","35 min","https://www.simplyrecipes.com/author/lisa-lin/","Gluten-Free, Paleo","Quick Green Curry Chicken with Zucchini Noodles! Use store-bought green curry for a fast dinner and keep it light with zucchini noodles instead of rice noodles."
"Grilled Chicken Tarragon with Tomato Sauce","35 min","https://www.simplyrecipes.com/author/elise-bauer/","Gluten-Free, Paleo","Simple and easy, grilled chicken recipe, topped with a tomato tarragon sauce."
"Kung Pao Chicken","25 min","https://www.simplyrecipes.com/author/garrett-mccord/","Gluten-Free","Skip take-out and make this Kung Pao Chicken at home! This spicy, sweet Chinese stir-fry is made with hot chilis, Szechwan peppercorns, garlic, ginger, and unsalted peanuts. Serve with rice for a weeknight meal."
"Pasta with Sausage, Tomatoes and Roasted Peppers","30 min","https://www.simplyrecipes.com/author/elise-bauer/","","Pasta tossed with Italian sausage, roasted red bell peppers, olives, capers, fresh tomato and basil"
"Turkey Taco Salad","35 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free","Taco Salad made with healthy ground turkey, black beans, and corn. Serve warm or cold over romaine lettuce with fresh tomatoes, avocados, and shredded cheese. Perfect for a mid-week meal or make-ahead lunch."
"Chicken Pasta with Thyme-Mint Cream Sauce","40 min","https://www.simplyrecipes.com/author/elise-bauer/","","Cubed chicken sautéed in olive oil, served with pasta in a creamy sauce infused with thyme, mint, and honey."
"Pasta with Roasted Cauliflower and Prosciutto","50 min","https://www.simplyrecipes.com/author/elise-bauer/","","Orecchiette pasta tossed with roasted cauliflower, roasted cherry tomatoes, prosciutto, arugula, and Parmesan."
"Steak Salad with Miso Vinaigrette","35 min","https://www.simplyrecipes.com/author/sabrina-modelle/","Gluten-Free, Low Carb, Paleo","QUICK and EASY steak salad with a light miso vinaigrette. Ready in 30 minutes, or make-ahead for an even quicker weekday meal. Gluten-free."
"Three Teacup Chicken","20 min","https://www.simplyrecipes.com/author/garrett-mccord/","Gluten-Free","Three Teacup Chicken is so good! A classic Chinese chicken dish with ginger, garlic, scallions, and soy sauce. Quick and easy! Takes only 20 minutes to make. One Pot."
"Grilled Cheese Sandwich with Mozzarella, Red Peppers, and Arugula","20 min","https://www.simplyrecipes.com/author/garrett-mccord/","Vegetarian","Ready to try a new kind of grilled cheese? This Grilled Cheese with Mozzarella, Roasted Red Peppers, and Arugula is sweet, peppery, and too tempting to pass up!"
"Steamed Mussels in Tomato Sauce","30 min","https://www.simplyrecipes.com/author/nick-evans/","","Fresh mussels steamed in tomato sauce and served over pasta is the ultimate comfort food! Luckily, fresh mussels are readily available these days AND they are easy to prepare."
"Sweet Corn and Goat Cheese Quesadillas","25 min","https://www.simplyrecipes.com/author/carrie-havranek/","Vegetarian","Sweet corn! Zucchini! Goat cheese! Basil! Fold these up in a quesadilla, and you've got one quick dinner. If you need a super easy meal to make on a hot summer day, this is definitely it."
"Sweet Corn Gnocchi Skillet","35 min","https://www.simplyrecipes.com/author/nick-evans/","Vegetarian","It's sweet corn season! Make the most of it with this sweet and creamy Sweet Corn Gnocchi Skillet. Fast, filling, and kid-friendly—it's a win for everyone!"
"Easy Avocado and Black Bean Quesadillas","25 min","https://www.simplyrecipes.com/author/carrie-havranek/","Vegetarian","Creamy avocados and savory black beans are a great match. Load them onto a quesadillas, add a mix of cheeses, and dinner is served in minutes! This is such an easy and kid-friendly weeknight dinner."
"14 Meals Ready in Under 30 Minutes","","https://www.simplyrecipes.com/author/claudia-cash/","","Crazy week? We hear you. Bookmark this round-up of easy 30-minute meals and you'll be set for those nights when dinner seems impossible."
"Easy Summer Vegetable Pizzas","18 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Flatbread pizza made with naan is quick, easy, and ready in less than 20 minutes. This version is loaded with fresh vegetables and herbs, but you can add any toppings you want. The sky’s the limit!"
"Easy Green Chicken Chili","35 min","https://www.simplyrecipes.com/author/nick-evans/","Dairy-Free, Healthy","This Easy Green Chicken Chili uses mild, roasted Hatch peppers and rotisserie chicken for a quick, delicious, kid-friendly soup. Use fresh-roasted, frozen, or jarred Hatch chiles. We love it topped with crispy tortilla chips and sliced avocado!"
"Crispy Panko Fish Sticks","30 min","https://www.simplyrecipes.com/author/nick-evans/","","Hello, homemade Panko Fish Sticks! Say goodbye to soggy fish sticks from the freezer! These fish sticks are ready for the table in about 30 minutes and are sure to please the whole family."
"Vegan Sloppy Joes","40 min","https://www.simplyrecipes.com/author/nick-evans/","Vegan, Vegetarian","These Vegan Sloppy Joes are made with green lentils and a spice blend so good you’ll be licking the plate. You won't miss the meat! Great make-ahead or freezer meal, too."
"Maria Lichty’s Pesto Havarti Mac and Cheese","20 min","https://www.simplyrecipes.com/author/carrie-havranek/","Vegetarian","Mac and cheese goes green with this spinach and basil pesto from cookbook author Maria Lichty of Two Peas and Their Pod. Havarti adds a silky, creamy touch to this comfort food classic."
"Grilled Cheese BLT","20 min","https://www.simplyrecipes.com/author/aaron-hutcherson/","","Finally! This Grilled Cheese BLT means you'll never have to choose between two delicious sandwiches for your lunch ever again. Have them both! Right now!"
"Crab Cakes","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","You don’t need to travel to Maryland for delicious, easy-to-make crab cakes. Make them in the comfort of your own home in about 30 minutes. Serve them on a bed of lettuce or a bun, just don’t forget the lemon wedges!"
"BBQ Chicken Sheet Pan Pizza","30 min","https://www.simplyrecipes.com/author/aaron-hutcherson/","","What about BBQ chicken for your next pizza?! This recipe uses leftover cooked chicken and balances sweetness with heat with a hickory BBQ sauce. Press the dough into the pan, add the toppings, and you're good to go!"
"Steak Noodle Bowls with Miso-Lime Dressing","25 min","https://www.simplyrecipes.com/author/sally-vargas/","Gluten-Free, Healthy","Looking for a quick, healthy, and satisfying weeknight dinner or workday lunch? These steak noodle bowls are bursting with crunchy sugar snap peas and cucumbers then finished with a zippy miso-lime dressing. All this goodness in under 30 minutes."
"Orecchiette Pasta with Sausage and Kale","30 min","https://www.simplyrecipes.com/author/nick-evans/","","This Sausage and Kale Orecchiette is a great weeknight meal. It uses just a few ingredients and can be made quickly. Great for kids, too!"
"Crispy Cheese and Mushroom Quesadillas","20 min","https://www.simplyrecipes.com/author/sally-vargas/","Vegetarian","Crispy, cheesy quesadillas come together in just minutes! To make these a more complete meal, we add mushrooms to the mix. They make a quick snack, or a full meal with a salad or soup on the side."
"Mediterranean Mezze Platter","20 min","https://www.simplyrecipes.com/author/katie-morford/","Healthy, Vegetarian","A Mezze Platter is an easy, fun, and family-friendly dinner! Use the ingredients listed as a starting point with room to swap in other dips, vegetables, or fruits depending on what’s in season and what you have on hand."
"Cacio e Pepe","30 min","https://www.simplyrecipes.com/author/jessica-gavin/","Vegetarian","Cacio e pepe is the most divine pasta dish made with simple, high quality ingredients. Tender noodles tossed in a two-cheese blend and a hint of cream ensure luscious forkfuls. Freshly cracked black pepper adds tiny spicy bursts of flavor with each bite."
"Chicken Panzanella Salad","30 min","https://www.simplyrecipes.com/author/nick-evans/","Dairy-Free","Who knew stale bread could be so good? This Chicken Panzanella Salad with bread, tomatoes, and shredded chicken is the perfect dinner for a hot summer night. Easy, delicious, and good enough to eat on its own!"
"Easy Chicken Skillet Enchiladas","30 min","https://www.simplyrecipes.com/author/summer-miller/","","These chicken skillet enchiladas are easy to make and ready in 30 minutes. They also use only one pan and are great to double and freeze for a meal down the road!"
"Stovetop Double-Stack Cheeseburgers","25 min","https://www.simplyrecipes.com/author/nick-evans/","","Want a great burger cooked on the stovetop? These double-stacked cheeseburgers are what your cravings desire: thin, tender patties, melty cheese, and a generous amount of secret sauce. Don't forget a napkin!"
"Skillet Shrimp Fajitas","25 min","https://www.simplyrecipes.com/author/nick-evans/","","It's all in the seasoning for these skillet shrimp fajitas! Toss shrimp in some chili powder and red pepper flakes, and then quickly cook them in a skillet with some veggies. Better-than-restaurant quality fajitas are yours in no time!"
"Homemade Pepperoni Pizza","25 min","https://www.simplyrecipes.com/author/nick-evans/","","This Homemade Pepperoni Pizza has everything you want—a great crust, gooey cheese, and tons of pepperoni. The secret to great pepperoni flavor? Hide extra under the cheese! Who needs delivery?"
"Pan-Seared Pork Chops with Garlic and Greens","8 hrs, 25 min","https://www.simplyrecipes.com/author/sally-vargas/","Paleo","These pan-seared pork chops with a side of garlicky greens are the perfect one-pan meal. It's ready in about half an hour, too! P.S. Brining makes all the difference with  making juicy chops, so don't skip it."
"Pan Seared Scallops with Sweet Corn and Chiles","30 min","https://www.simplyrecipes.com/author/sally-vargas/","","Pan seared scallops nestled in a bed of sweet corn and poblano chiles—perfect for sultry summer nights. Invite some friends over, pour a glass of crisp white wine, and watch the fireflies."
"Garlic Herb Steak Bites","25 min","https://www.simplyrecipes.com/author/nick-evans/","","These Garlic Herb Steak Bites can be whatever you want. Appetizer? Serve them with toothpicks. Dinner entrée? Serve them with rice or potatoes! Kids love 'em, too!"
"Grilled Salmon with Cucumber Mango Salsa","23 min","https://www.simplyrecipes.com/author/summer-miller/","Dairy-Free, Gluten-Free, Low Carb, Paleo","This quick and easy grilled salmon is kissed with lime and chili pepper, then topped with a cool, refreshing, colorful, and utterly delicious cucumber mango salsa. It’s okay. Go ahead and do a happy dance—you just won summer!"
"Skirt Steak with Avocado Chimichurri","33 min","https://www.simplyrecipes.com/author/jessica-gavin/","Dairy-Free, Gluten-Free, Low Carb, Paleo","Add a little Argentinian flair to pan-seared skirt steak with a simple avocado chimichurri sauce. The lean and beefy cut cooks in just minutes in a sizzling hot skillet. It’s a quick dinner that will take your taste buds on a South American adventure!"
"4 Skillet Chicken Freezer Meals for Busy Weeknights","","https://www.simplyrecipes.com/author/summer-miller/","","Busy weeks call for freezer meals and skillet dinners! Southwestern, Italian, Herbes de Provence, and Chinese 5-Spice—each one of these skillet chicken dinner is packed with vegetables and on the table in about 35 minutes!"
"How to Cook Skirt Steak","23 min","https://www.simplyrecipes.com/author/jessica-gavin/","Gluten-Free, Low Carb, Paleo","Skirt steak is a meat lover’s dream! This thin, quick-cooking cut is loaded with beefy flavor and stays tender and juicy after briefly searing in a hot pan. Learn how to cook skirt steak with finesse with these simple tips."
"Loaded Sheet Pan Nachos","17 min","https://www.simplyrecipes.com/author/carrie-havranek/","","Whether we're talking a casual movie night with the family or Super Bowl Sunday, these Loaded Sheet Pan Nachos are ready to party! They come together quickly and easily, and are so much fun to each straight from the pan."
"Easy Tomato Soup","40 min","https://www.simplyrecipes.com/author/summer-miller/","Dairy-Free, Vegan, Vegetarian","This Classic Tomato Soup is rich with a velvety texture. It’s easy to make with canned tomatoes, and perfectly suited for all of your grilled cheese dipping needs. Better than a can of Campbell's and just about as easy!"
